Carpark Name,Carpark Address,Mon-Fri before 5/6pm,Mon-Fri after 5/6pm,Sat,Sun/Public Holiday
Tong Eng Building,"101 Cecil Street, S(069533)",\$2.50/30min from 7am to 5pm,\$2.50/entry,"\$2.50/30min from 7am to 4pm, Car Park closes at 4pm",Closed
Hotel Jen at Tanglin,"1A Cuscaden Road, S(249716)","\$2.40 for 1st hr, \$1.20 for next subsequent 30min from 7am to 5pm",\$3.50/entry from 5pm to 7am the following day,"Charges same as weekdays, but \$3.50/entry after 1pm",\$3.50/entry from 7am to 7am the following day
Tristar Complex (Inn S'pore),"970 Geylang Road, S(423492)",\$0.40/30min from 7am to 5pm,\$2/entry from 5pm to 7am the following day,Charges same as weekdays,Charges same as weekdays
20 Collyer Quay,"20 Collyer Quay, S(049319)",\$2.50/30min from 6am to 5pm,\$3.20/entry from 5pm to 11pm,Charges same as weekdays,Closed
The Grandstand,"720 Dunearn Road, S(789631)",Free Parking,Free Parking,Free Parking,Free Parking
UIC Building,"5 Shenton Way, S(068808)",Carpark not in use,Carpark not in use,Carpark not in use,Carpark not in use
United House,"20 Kramat Lane, S(228773)",Private Car Park,Private Car Park,Private Car Park,Private Car Park
United Square Shopping Mall,"101 Thomson Road, S(307591)","\$2.20 for 1st hr, \$0.30 for next subsequent 15min from 7am to 6pm",\$2.00/entry from 6pm to 7am the following day,"\$2.20 for 1st 2hr, \$0.30 for next subsequent 15min from 7am to 6pm, \$2.00/entry from 6pm to 7am the following day","\$2.50 for 1st 3hr, \$0.30 for next subsequent 15min from 7am to 6pm, \$2.00/entry from 6pm to 7am the following day, \$2.50/entry from 7am to 7am the following day on Public Holidays"
UOB Plaza,"80 Raffles Place, S(048624)",\$3.00/30min from 7am to 6pm,"\$4.00/entry from 6pm to 12midnight, \$4.00/entry from 12midnight to 7am the following day","\$4.00/entry from 7am to 12midnight, \$4.00/entry from 12midnight to 7am the following day","\$4.00/entry from 7am to 12midnight, \$4.00/entry from 12midnight to 7am the following day"
UOL Building,"96 Somerset Road, S(238163)",*,*,*,*
The URA Centre (Basement Car Park),"45 Maxwell Road, S(069118)",\$1.40/30min from 7am to 10pm,\$1.40/30min from 7am to 10pm,Charges same as weekdays,Closed
Valley Point,"491 River Valley Road, S(248371)","\$1.50 for 1st hr, \$0.80 for next subsequent 30min from 8am to 5pm","\$1.50 for 1st hr, \$0.80 for next subsequent 30min from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays
Wellington Building,"20 Bideford Road, S(229921)",*,*,*,*
West Mall,"1 Bukit Batok Central Link, S(658713)","\$1.10 for 1st 2hr, \$0.60 for next subsequent 30min from 8am to 5pm",\$2.50/entry from 5pm to 6am the following day,"\$1.10 for 1st hr, \$0.60 for next subsequent 30min from 8am to 4.59pm, \$2.50/entry from 5pm to 6am the following day",\$2.50/entry from 8am to 8am the following day
West Point Family Hospital,"235 Corporation Drive, S(619771)",Free Parking,Free Parking,Free Parking,Free Parking
Wheelock Place,"501 Orchard Road, S(238880)","\$3.00 for 1st hr, \$1.50 for next subsequent 30min from 8am to 5.59pm",\$4.50/entry from 6pm to 7.59am the following day,Charges same as weekdays,Charges same as weekdays
White Sands,"1 Pasir Ris Central Street 3, S(518457)","\$1.20/hr for 1st 2hr, \$1.20 for subsequent 30min from 7am to 7pm",\$2.00/entry from 7pm to 7am the following day,Charges same as weekdays,Charges same as weekdays
Wisma Atria,"435 Orchard Road, S(238877)","\$2.50 for 1st hr, \$1.20 for next subsequent 30min from 7.01am to 5pm",\$3.50/entry from 5.01pm to 7am the following day,"\$2.40 for 1st hr, \$1.50 for next subsequent 30min from 7.01am to 5pm, \$3.50/entry from 5.01pm to 7am the following day","\$2.40 for 1st hr, \$1.50 for next subsequent 30min from 7.01am to 5pm, \$3.50/entry from 5.01pm to 7am the following day"
Woodlands Civic Centre,"900 South Woodlands Drive, S(730900)",\$0.50/30min from 7am to 10.30pm,"\$0.50/30min, \$2.00/entry from 10.30pm to 7am the following day",Charges same as weekdays,Charges same as weekdays
Yishun 10,"51 Yishun Central 1, S(768794)","\$1.28 for 1st hr, \$0.40 for next subsequent 15min from 7am to 5.59pm",\$2.57/entry from 6pm to 6.59am the following day,Charges same as weekdays,Charges same as weekdays
York Hotel,"21 Mount Elizabeth, S(228516)","\$3.00 for 1st hr, \$1.50 for next subsequent 30min from 8.01am to 6pm",\$4.00/entry from 6.01pm to 8am the following day,Charges same as weekdays,\$4.00/entry from 8am to 7.59am the following day
Young Women Christian Association (YWCA) Fort Canning Lodge,"6 Fort Canning Road, S(179494)","\$1.60 for 1st hr, \$0.90 for next subsequent 30min from 8am to 5pm",\$2.50/entry from 5pm to 8am the following day,"Charges same as weekdays but \$2.50/entry from 12.01pm to 5pm, \$2.50/entry from 5pm to 8am the following day",\$3.30/entry from 8.01am to 8am the following day
Savoy Theatre,"90 Boon Lay Place, S(238834)","\$1.20/hr from 8am to 5pm for cars, \$6.80/entry from 8am to 5pm for commercial vehicles","\$3.00/entry from 5.01pm to 7.59am the following day for cars, \$13.00/entry from 5.01pm to 7.59am the following day for commercial vehicles",Charges same as weekdays,"\$3.00/entry from 8am to 7.59am the following day for cars, \$13.00/entry from 8am to 7.59am the following day for commercial vehicles"
Henderson Industrial Park Blk 203,"203 Henderson Road, S(159546)",\$1.40/hr from 8am to 4.59pm,\$1.70/entry from 5pm to 7.59am the following day,Charges same as weekdays,Closed
NTUC Income Henderson Industrial Park,"201 Henderson Road, S(159545)",\$1.30/hr from 8am to 5pm,\$1.60/entry from 5pm to 8am the following day,Charges same as weekdays,Closed
Jurong Theatre,"101 Yung Sheng Road, S(618497)",\$1.60/hr from 8am to 8.59pm,\$3.00/entry from 9pm to 7.59am the following day,Charges same as weekdays,\$3.00/entry from 8am to 7.59am the following day
Serene Centre,"10 Jalan Serene, S(258748)","\$1.80 for 1st hr, \$1.80 for next subsequent 30min from 8am to 9.59pm",\$1.80/entry from 10pm to 7.59am the following day,Charges same as weekdays,Charges same as weekdays
Hong Leong Garden Shopping Centre,"228 West Coast Way, Hong Leong Garden Shopping Centre, S(127111)",\$1.21/hr from 8am to 5pm,\$1.72/entry from 5pm to 8am the following day,Charges same as weekdays,\$1.72/entry
Coronation Shopping Plaza,"587 Bukit Timah Road, S(269707)",\$2.30/hr from 7am to 7am the following day,\$2.30/hr from 7am to 7am the following day,Charges same as weekdays,Charges same as weekdays
Techplace 1,"4008 Ang Mo Kio Avenue 10, S(569625)","\$0.92 for 1st hr, \$1.12 for next subsequent hr from 8am to 5pm",\$1.74/entry from 5pm to 8am the following day,Charges same as weekdays,Closed
Balestier Warehouse,"12A Jalan Ampas, S(329516)","\$1.50 for 1st hr, \$1.50 for next subsequent 30min from 8am to 5pm","\$1.50 for 1st hr, \$1.50 for next subsequent 30min from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays
Fajar Shopping Centre,"445 Fajar Road, S(670445)",\$0.60/30min from 7am to 6pm,"\$0.60/30min up to a maximum charge of \$1.50 from 6pm to 10.30pm, \$0.60/30min up to a maximum charge of \$5.00 from 10.30pm to 7am the following day","\$0.60/30min up to a maximum charge of \$1.50 from 7am to 10.30pm, \$0.60/30min up to a maximum charge of \$5.00 from 10.30pm to 7am the following day","\$0.60/30min up to a maximum charge of \$1.50 from 7am to 10.30pm, \$0.60/30min up to a maximum charge of \$5.00 from 10.30pm to 7am the following day"
The Capricorn,"1 Science Park Road, S(117528)","\$1.60 for 1st hr, \$1.07 for next subsequent 30min from 7.30am to 7.30pm",Free parking from 7.30pm to 7.30am the following day,Free parking,Free parking
Biopolis,"20 Biopolis Way, S(138668)",\$1.00/hr from 7am to 7pm,\$1.00/entry from 7.00pm to 7.00am the following day,Same charges as weekday,Same charges as weekday
JTC Blk 8 / 12 Lorong Bakar Batu,"8 Lorong Bakar Batu, S(348743)",\$0.50/30min from 7am to 11pm,\$0.50/30min from 7am to 11pm,Charges same as weekdays,Closed
JTC Tuas Amenity Centre,"71 Pioneer Road, S(639591)",\$0.50/30min from 7am to 10.30pm,\$0.50/30min from 7am to 10.30pm,Charges same as weekdays,Closed
HDB Blk 8A (Empress Rd),"Blk 8A, Empress Road, S(261008)",HDB / URA parking rates from 7am to 10.29pm,"HDB / URA parking rates, up to a maximum charge of \$2.00 from 10.30pm to 12.59am the following day, \$2.00/entry from 1am to 6.59am",Charges same as weekdays,Charges same as weekdays
HDB Blk 303 (Choa Chu Kang Ave 4),"Blk 303, Choa Chu Kang Ave 4, S(680303)",HDB / URA parking rates from 7am to 10.29pm,"HDB / URA parking rates, up to a maximum charge of \$2.00 from 10.30pm to 12.59am the following day, \$2.00/entry from 1am to 6.59am",Charges same as weekdays,Charges same as weekdays
HDB Blk 4A / 6A (Woodlands Centre Road),"Blk 4A, Woodlands Centre Road, S(731004)",HDB / URA parking rates from 7am to 10.29pm,"HDB / URA parking rates, up to a maximum charge of \$2.00 from 10.30pm to 12.59am, \$2.00/entry from 1am to 6.59am",Charges same as weekdays,Charges same as weekdays
HDB Blk 131 / 134 / 132 (Jurong East St 13),"Blk 131, Jurong East Street 13, S(600131)",HDB / URA parking rates from 7am to 10.29pm,"HDB / URA parking rates, up to a maximum charge of \$5.00 from 10.30pm to 6.59am the following day",Charges same as weekdays,Charges same as weekdays
Balestier Towers,"207 Balestier Road, S(329683)",\$1.50/hr from 8am to 4.59pm,\$2.75/entry from 5pm to 7.59am the following day,Charges same as weekdays,Carpark closed on Sundays
Bedok Shopping Complex,"348 Bedok Road, S(469535)",\$1.20/hr from 7am to 2pm,\$1.50/hr from 2pm to 7am the following day,Charges same as weekdays,Charges same as weekdays
Singapore-Johore Factory,"51 Kampong Bugis, S(338986)",\$1.30/hr from 8am to 4.59pm,\$1.60/entry from 5pm to 7.59am the following day,Charges same as weekdays,Closed
Millage,"55 Changi Road, S(419709)","\$1.20 for 1st hr, \$0.60 for next subsequent 30min or part thereof","\$1.20 for 1st hr, \$0.60 for next subsequent 30min or part thereof",Charges same as weekdays,Charges same as weekdays
Da Jin Factory Building,"362 Upper Paya Lebar Road, S(534963)",\$1.33/hr from 8am to 4.59pm,"\$1.63/entry from 5pm to 10pm, Car Park closed after 10pm",Charges same as weekdays,Closed
Civil Service Club (Changi Clubhouse),"2 Netheravon Road, S(508503)","(For Member): \$1.00/hr from 6am to 6pm, (For Public): \$2.40 for 1st hr, \$0.60 for next subsequent 15min from 6am to 6am the following day","(For Member): \$1.80/entry from 6pm to 3am the following day, \$1.50/hr from 3am to 6am (For Public): \$2.40 for 1st hr, \$0.60 for next subsequent 15min from 6am to 6am the following",Charges same as weekdays,Charges same as weekdays
Ayer Rajah Industrial Estate,Ayer Rajah Crescent,\$1.00/30min from 7am to 6pm,\$1.00/entry from 6pm to 7am the following day,\$1.00/entry from 7am to 7am the following day,\$1.00/entry from 7am to 7am the following day
North Bridge Centre,"420 North Bridge Road, S(188727)",\$1.50/30min from 8am to 4.59pm,\$4.00/entry from 5pm to 11pm,Charges same as weekdays,\$4.00/entry from 8am to 11pm
National Service Resort Country Club (NSRCC),"10 Changi Coast Walk, S(499739)","(For Member): Free, (For Public): \$2.15/entry from 6am to 5pm","(For Member): Free, (For Public): \$2.15/entry from 5pm to 12midnight",\$0.80/30min with max of \$12.80 from 6am to 12midnight,\$0.80/30min with max of \$12.80 from 6am to 12midnight
Techpoint,"10 Ang Mo Kio Street 65, S(569059)","\$2.14 for 1st hr, \$1.60 for next subsequent 30min from 8am to 5pm","\$2.14 for 1st hr, \$1.60 for next subsequent 30min from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays
APS Industrial Building,"49 Jalan Pemimpin, S(577203)",\$1.65/hr from 8am to 4.59pm,\$1.80/entry from 5pm to 7.59am,Charges same as weekdays,Charges same as weekdays
Rutherford Building,"89 Science Park Drive, S(118261)","\$1.60 for 1st hr, \$1.07 for next subsequent 30min from 8am to 5pm","\$1.60 for 1st hr, \$1.07 for next subsequent 30min from 5pm to 8am the following day",Closed,Closed
The Alpha (Science Park II),"10 Science Park Road, S(117684)","\$1.60 for 1st hr, \$1.20 for next subsequent hr from 7.30am to 7.30pm","\$1.60 for 1st hr, \$1.20 for next subsequent hr from 7.30am to 7.30pm","\$1.60 for 1st hr, \$1.20 for next subsequent hr from 7.30am to 7.30pm",Closed
Teletech Park (Basement Car Park),"20 Science Park Road, S(117674)",\$1.20/hr from 8am to 8pm,\$1.20/hr from 8am to 8pm,Closed,Closed
The Aquarius,"21 Science Park Road, S(117628)","\$0.56 for 1st hr, \$1.07 for next subsequent hr from 7.30am to 7.30pm","\$0.56 for 1st hr, \$1.07 for next subsequent hr from 7.30am to 7.30pm",Closed,Closed
Comcentre / SingTel Building,"31 Exeter Road, S(239732)",Private Car Park,Private Car Park,Private Car Park,Private Car Park
Sea Sports Centre,"11 Changi Coast Walk, S(499740)",Free Parking,Free Parking,Free Parking,Free Parking
The Gemini,"41 Science Park Road, S(117610)","\$1.60 for 1st hr, \$1.07 for next subsequent 30min from 7.30am to 7.30pm","\$1.60 for 1st hr, \$1.07 for next subsequent 30min from 7.30am to 7.30pm",Closed,Closed
Techview,"1 Kaki Bukit View, S(415941)","\$2.14 for 1st hr, \$1.60 for next subsequent 30min from 8am to 10pm","\$2.14 for 1st hr, \$1.60 for next subsequent 30min from 8am to 10pm",Charges same as weekdays,Charges same as weekdays
The Aries,"51 Science Park Road, S(117586)","\$1.60 for 1st hr, \$1.07 for next subsequent 30min from 7.30am to 7.30pm",Free parking from 7.30pm to 7.30am the following day,Closed,Closed
JTC Blk 970 / 998 Toa Payoh North,"970 Toa Payoh North, S(318992)",\$0.60/30min from 7am to 10pm,\$2.00/entry from 10pm to 6.59am the following day,Charges same as weekdays,\$2.00/entry from 7am to 6.59am the following day
AMK Autopoint,"10 Ang Mo Kio Industrial Park 2A, S(568047)","\$2.00/entry from 12midnight to 7am, \$0.50 for next subsequent 30min from 7am to 10.30pm",\$2.00/entry from 10.30pm to 12midnight,Charges same as weekdays,"\$2.00/entry from 12midnight to 7am, free parking from 7am to 10.30pm, \$2.00/entry from 10.30pm to 12midnight"
Katong Village,"86 East Coast Road, S(428788)",\$1.00/hr from 8am to 5pm,\$1.00/hr from 5pm to 8am the following day,Charges same as weekdays,Charges same as weekdays
Tagore Industrial Building,"6 Tagore Drive, S(787623)",\$0.51/30min from 8am to 4.59pm,\$2.04/entry from 5pm to 7.59am the following day,Charges same as weekdays,Charges same as weekdays
Technolink Centre,"430 Chai Chee Road, S(469000)",\$1.00/30min from 8am to 5pm,\$1.50/entry from 5pm to 8am the following day,Charges same as weekdays,\$1.50/entry
Westinton Building,"6 Ang Mo Kio Industrial Park 2, S(568012)","\$2.10 for 1st hr, \$1.05 for next subsequent 30min from 8am to 5pm",\$3.00/entry from 5pm to 8am the following day,Charges same as weekdays,\$3.00/entry from 8am to 8am the following day
Luxton Building,10 Sims Drive,"\$2.10 for 1st hr, \$1.05 for next subsequent 30min",\$2.00/entry,\$2.00/entry,\$2.00/entry
Advantech Industrial Building,17 Sims Drive,\$1.50/hr,\$1.80/entry,Charges same as weekdays,Closed
Edinburg Tower,"18 Edinburg Road, S(909188)","\$2.10 for 1st hr, \$1.05 for next subsequent 30min",\$3.00/entry,Charges same as weekdays,\$3.00/entry
Lam Seng Building,Playfair Road,\$1.20/30min,\$2.00/entry,Charges same as weekdays,Closed
Tong Lee Building,"35 Kallang Pudding Road, S(349314)","\$1.40 for 1st hr, \$0.70 for next subsequent 30min",\$2.00/entry,Charges same as weekdays,Closed
Tagore 23 Warehouse,"23 Tagore Lane, S(787601)","\$1.25 for 1st hr, \$0.70 for next subsequent 30min from 7am to 6pm",\$2.45/entry from 6.01pm to 7am the following day,Charges same as weekdays,\$2.45/entry from 6.01pm to 7am the following day
JTC Blk 3014A / 3015A Ubi Road 1,"3014A Ubi Road 1, S(408703)",\$0.60/30min from 7am to 10pm,\$2.00/entry from 10.01pm to 6.59am the following day,Charges same as weekdays,\$2.00/entry from 7am to 6.59am the following day
Central Square,"20 Havelock Road, S(059765)",\$2.50/hr from 7am to 4.49pm,\$3.575/entry from 5pm to 6.59am the following day,Charges same as weekdays,\$3.75/entry from 7am to 6.59am the following day
West Coast Recreation Centre,"12 West Coast Walk, S(127157)",\$0.50/30min from 6.30am to 6pm,"\$2.00/entry from 6pm to 3am the following day, \$5.00/entry from 3am to 6.30am",Charges same as weekdays,Charges same as weekdays
The Cathay,"2 Handy Road, S(229233)","\$1.40/30min from 8am to 9.59pm, \$1.40/hr from 10am to 9.59pm",\$3.00/entry from 10pm to 7.59am the following day,"\$1.40/hr from 8am to 9.59pm, \$3.00/entry from 10.00pm from 7.59am, eve of public holiday","\$1.40/hr from 8am to 9.59pm, \$3.00/entry from 10.00pm from 7.59am, eve of public holiday"
Safra Yishun Country Club,"60 Yishun Avenue 4, S(769027)","(For Member): \$0.95/hr, (For Public): \$2.05/hr, from 6am to 5.59pm","(For Member): \$1.90/entry, (For Public): \$4.00/entry from 6pm to 5.59am the following day",Charges same as weekdays,"(For Member): \$1.90/entry, (For Public): \$4.00/entry from 6am to 5.59am the following day"
One Fullerton,"1 Fullerton Road, S(049213)",\$2.80/30min from 7.01am to 6pm,"\$5.00/entry from 6.01pm to 12midnight the following day, Additional \$2.00/entry from 12.01am to 7.00am","\$5.00/entry from 7.01am to 12midnight the following day, Additional \$2.00/entry from 12.01am to 7am","\$5.00/entry from 7.01am to 12midnight the following day, Additional \$2.00/entry from 12.01am to 7am"
Parkroyal@Kitchener Road  (Driveway),"181 Kitchener Road, S(208533)","\$2.00 for 1st hr, \$1.00 for next subsequent 30min from 8am to 4.30pm",\$4.00/entry valet parking from 4.30pm to 8am the following day,Charges same as weekdays,Free Parking
